,name,sensors_types
2296,Asus Transformer Pad Infinity 700 LTE,accelerometer
2297,Asus Transformer Pad Infinity 700 LTE,gyro
2298,Asus Transformer Pad Infinity 700 LTE,compass
2299,Asus Transformer Pad TF300TG,accelerometer
2300,Asus Transformer Pad TF300TG,gyro
2301,Asus Transformer Pad TF300TG,compass
2302,Asus Transformer Pad Infinity 700 3G,accelerometer
2303,Asus Transformer Pad Infinity 700 3G,gyro
2304,Asus Transformer Pad Infinity 700 3G,compass
2305,Asus Transformer Pad Infinity 700,accelerometer
2306,Asus Transformer Pad Infinity 700,gyro
2307,Asus Transformer Pad Infinity 700,compass
2308,Asus Memo,accelerometer
2309,Asus Memo,gyro
2310,Asus Memo,proximity
2311,Asus Memo,compass
2312,Asus Transformer Prime TF700T,accelerometer
2313,Asus Transformer Prime TF700T,gyro
2314,Asus Transformer Prime TF700T,compass
2315,Asus Transformer Pad TF300T,accelerometer
2316,Asus Transformer Pad TF300T,gyro
2317,Asus Transformer Pad TF300T,compass
2318,Asus PadFone,accelerometer
2319,Asus PadFone,gyro
2320,Asus PadFone,proximity
2321,Asus PadFone,compass
2322,Asus Transformer Prime TF201,accelerometer
2323,Asus Transformer Prime TF201,gyro
2324,Asus Transformer Prime TF201,compass
2325,Asus Transformer TF101,accelerometer
2326,Asus Transformer TF101,gyro
2327,Asus Transformer TF101,compass
2328,Asus E600,accelerometer
2329,BLU G93,fingerprint
2330,BLU G93,accelerometer
2331,BLU G93,proximity
2332,BLU G93,compass
2333,BLU G73,fingerprint
2334,BLU G73,accelerometer
2335,BLU Bold N3,fingerprint
2336,BLU Bold N3,accelerometer
2337,BLU Bold N3,gyro
2338,BLU Bold N3,proximity
2339,BLU Bold N3,compass
2340,BLU G63,fingerprint
2341,BLU G63,accelerometer
2342,BLU G53,fingerprint
2343,BLU G53,accelerometer
2344,BLU G33,accelerometer
2345,BLU G72 Max,fingerprint
2346,BLU G72 Max,accelerometer
2347,BLU G72 Max,proximity
2348,BLU Studio X5 Max,accelerometer
2349,BLU G52L,fingerprint
2350,BLU G52L,accelerometer
2351,BLU F92e,fingerprint
2352,BLU F92e,unspecified sensors
2353,BLU Studio X5,accelerometer
2354,BLU G40,accelerometer
2355,BLU Studio X10L 2022,accelerometer
2356,BLU S91 Pro,fingerprint
2357,BLU S91 Pro,accelerometer
2358,BLU S91 Pro,proximity
2359,BLU S91 Pro,compass
2360,BLU J6S,fingerprint
2361,BLU J6S,proximity
2362,BLU J6S,gyro
2363,BLU C7X,fingerprint
2364,BLU C7X,accelerometer
2365,BLU S91,fingerprint
2366,BLU S91,accelerometer
2367,BLU S91,gyro
2368,BLU S91,proximity
2369,BLU S91,compass
2370,BLU G51,fingerprint
2371,BLU G51,accelerometer
2372,BLU G51,proximity
2373,BLU G61s,fingerprint
2374,BLU G61s,accelerometer
2375,BLU G61s,proximity
2376,BLU Bold N2,fingerprint
2377,BLU Bold N2,accelerometer
2378,BLU Bold N2,gyro
2379,BLU Bold N2,proximity
2380,BLU Bold N2,compass
2381,BLU G71L,fingerprint
2382,BLU G71L,accelerometer
2383,BLU G71L,proximity
2384,BLU G50 Mega 2022,fingerprint
2385,BLU G50 Mega 2022,accelerometer
2386,BLU G50 Mega 2022,proximity
2387,BLU F91,fingerprint
2388,BLU F91,accelerometer
2389,BLU F91,gyro
2390,BLU F91,proximity
2391,BLU F91,compass
2392,BLU G71+,fingerprint
2393,BLU G71+,accelerometer
2394,BLU G71+,proximity
2395,BLU G91 Max,fingerprint
2396,BLU G91 Max,accelerometer
2397,BLU G91 Max,gyro
2398,BLU G91 Max,proximity
2399,BLU G91 Max,compass
2400,BLU G51S,fingerprint
2401,BLU G51S,accelerometer
2402,BLU G51S,proximity
2403,BLU C5 Max,accelerometer
2404,BLU M8L 2022,accelerometer
2405,BLU Studio X10 2022,accelerometer
2406,BLU C5L Max,accelerometer
2407,BLU View 3,accelerometer
2408,BLU View 3,proximity
2409,BLU M8L Plus,accelerometer
2410,BLU G91s,fingerprint
2411,BLU G91s,accelerometer
2412,BLU G91s,gyro
2413,BLU G91s,proximity
2414,BLU G91s,compass
2415,BLU Studio X10L,accelerometer
2416,BLU M8L,accelerometer
2417,BLU J9L,fingerprint
2418,BLU J9L,accelerometer
2419,BLU G91 Pro,fingerprint
2420,BLU G91 Pro,accelerometer
2421,BLU G91 Pro,gyro
2422,BLU G91 Pro,proximity
2423,BLU G91 Pro,compass
2424,BLU C7,fingerprint
2425,BLU C7,accelerometer
2426,BLU View 2,accelerometer
2427,BLU View 2,proximity
2428,BLU G51 Plus,fingerprint
2429,BLU G51 Plus,accelerometer
2430,BLU G51 Plus,proximity
2431,BLU G71,fingerprint
2432,BLU G71,accelerometer
2433,BLU G71,proximity
2434,BLU Studio X12,accelerometer
2435,BLU G61,fingerprint
2436,BLU G61,accelerometer
2437,BLU G61,proximity
2438,BLU G91,fingerprint
2439,BLU G91,accelerometer
2440,BLU G91,proximity
2441,BLU A5L,accelerometer
2442,BLU Studio X10+,accelerometer
2443,BLU View Mega,accelerometer
2444,BLU View Mega,proximity
2445,BLU G50 Mega,fingerprint
2446,BLU G50 Mega,accelerometer
2447,BLU G50 Mega,proximity
2448,BLU J7L,fingerprint
2449,BLU J7L,accelerometer
2450,BLU J5L,accelerometer
2451,BLU J6 2020,fingerprint
2452,BLU J6 2020,accelerometer
2453,BLU J6 2020,proximity
2454,BLU C6L 2020,fingerprint
2455,BLU C6L 2020,accelerometer
2456,BLU C5L 2020,accelerometer
2457,BLU C6 2020,fingerprint
2458,BLU C6 2020,accelerometer
2459,BLU C6 2020,proximity
2460,BLU M7L,accelerometer
2461,BLU G50 Plus,fingerprint
2462,BLU G50 Plus,accelerometer
2463,BLU G50 Plus,proximity
2464,BLU G50,fingerprint
2465,BLU G50,accelerometer
2466,BLU G50,proximity
2467,BLU G90 Pro,fingerprint
2468,BLU G90 Pro,accelerometer
2469,BLU G90 Pro,gyro
2470,BLU G90 Pro,proximity
2471,BLU G90 Pro,compass
2472,BLU Studio X10,accelerometer
2473,BLU G80,fingerprint
2474,BLU G80,accelerometer
2475,BLU G80,proximity
2476,BLU Studio X9 HD,accelerometer
2477,BLU J6,fingerprint
2478,BLU J6,accelerometer
2479,BLU J6,proximity
2480,BLU J4,accelerometer
2481,BLU G90,fingerprint
2482,BLU G90,accelerometer
2483,BLU G90,proximity
2484,BLU Tank Xtreme,fingerprint
2485,BLU Tank Xtreme,accelerometer
2486,BLU Tank Xtreme,proximity
2487,BLU G70,fingerprint
2488,BLU G70,accelerometer
2489,BLU G70,proximity
2490,BLU J2,accelerometer
2491,BLU View 1,accelerometer
2492,BLU View 1,proximity
2493,BLU C5 Plus,accelerometer
2494,BLU C5 2019,accelerometer
2495,BLU G60,fingerprint
2496,BLU G60,accelerometer
2497,BLU G60,proximity
2498,BLU C6 2019,fingerprint
2499,BLU C6 2019,accelerometer
2500,BLU C6 2019,proximity
2501,BLU Advance L5,accelerometer
2502,BLU Bold N1,fingerprint
2503,BLU Bold N1,accelerometer
2504,BLU Bold N1,gyro
2505,BLU Bold N1,proximity
2506,BLU Bold N1,compass
2507,BLU Vivo XL5,fingerprint
2508,BLU Vivo XL5,accelerometer
2509,BLU Vivo XL5,proximity
2510,BLU Vivo X5,fingerprint
2511,BLU Vivo X5,accelerometer
2512,BLU Vivo X5,proximity
2513,BLU Studio Mini,accelerometer
2514,BLU Studio Mini,proximity
2515,BLU G9 Pro,fingerprint
2516,BLU G9 Pro,accelerometer
2517,BLU G9 Pro,gyro
2518,BLU G9 Pro,proximity
2519,BLU G9 Pro,compass
2520,BLU Studio Mega 2019,accelerometer
2521,BLU Studio Mega 2019,proximity
2522,BLU G6,fingerprint
2523,BLU G6,accelerometer
2524,BLU G6,proximity
2525,BLU G5 Plus,accelerometer
2526,BLU G5 Plus,proximity
2527,BLU G8,fingerprint
2528,BLU G8,accelerometer
2529,BLU G8,proximity
2530,BLU G9,fingerprint
2531,BLU G9,accelerometer
2532,BLU G9,gyro
2533,BLU G9,proximity
2534,BLU G9,compass
2535,BLU C5L,accelerometer
2536,BLU Studio X8 HD (2019),accelerometer
2537,BLU C6L,accelerometer
2538,BLU C6L,proximity
2539,BLU Vivo One Plus (2019),fingerprint
2540,BLU Vivo One Plus (2019),accelerometer
2541,BLU Vivo One Plus (2019),proximity
2542,BLU G5,accelerometer
2543,BLU G5,proximity
2544,BLU Vivo Go,fingerprint
2545,BLU Vivo Go,accelerometer
2546,BLU Vivo Go,proximity
2547,BLU Studio Mega (2018),accelerometer
2548,BLU Studio Mega (2018),proximity
2549,BLU Vivo XL4,fingerprint
2550,BLU Vivo XL4,accelerometer
2551,BLU Vivo XL4,proximity
2552,BLU Vivo XL4,compass
2553,BLU Grand M2 (2018),accelerometer
2554,BLU Advance L4,accelerometer
2555,BLU Vivo XI+,iris scanner
2556,BLU Vivo XI+,fingerprint
2557,BLU Vivo XI+,accelerometer
2558,BLU Vivo XI+,gyro
2559,BLU Vivo XI+,proximity
2560,BLU Vivo XI+,compass
2561,BLU C5,accelerometer
2562,BLU C5,proximity
2563,BLU Vivo XI,fingerprint
2564,BLU Vivo XI,accelerometer
2565,BLU Vivo XI,gyro
2566,BLU Vivo XI,proximity
2567,BLU Vivo XI,compass
2568,BLU C4,accelerometer
2569,BLU C6,accelerometer
2570,BLU C6,proximity
2571,BLU Studio G4,accelerometer
2572,BLU Studio G4,proximity
2573,BLU Grand M3,fingerprint
2574,BLU Grand M3,accelerometer
2575,BLU Grand M3,proximity
2576,BLU Pure View,fingerprint
2577,BLU Pure View,accelerometer
2578,BLU Pure View,proximity
2579,BLU Pure View,compass
2580,BLU Dash L4,accelerometer
2581,BLU Vivo XL3,fingerprint
2582,BLU Vivo XL3,accelerometer
2583,BLU Vivo XL3,proximity
2584,BLU Vivo XL3,compass
2585,BLU Studio View,fingerprint
2586,BLU Studio View,accelerometer
2587,BLU Studio View,proximity
2588,BLU X Link,accelerometer
2589,BLU X Link,heart rate
2590,BLU Vivo One Plus,fingerprint
2591,BLU Vivo One Plus,accelerometer
2592,BLU Vivo One Plus,proximity
2593,BLU Studio J8M LTE,fingerprint
2594,BLU Studio J8M LTE,accelerometer
2595,BLU Studio J8M LTE,proximity
2596,BLU Vivo X,fingerprint
2597,BLU Vivo X,accelerometer
2598,BLU Vivo X,gyro
2599,BLU Vivo X,proximity
2600,BLU Vivo X,compass
2601,BLU Vivo XL3 Plus,fingerprint
2602,BLU Vivo XL3 Plus,accelerometer
2603,BLU Vivo XL3 Plus,proximity
2604,BLU Vivo XL3 Plus,compass
2605,BLU Studio View XL,fingerprint
2606,BLU Studio View XL,accelerometer
2607,BLU Studio View XL,proximity
2608,BLU Dash L4 LTE,accelerometer
2609,BLU Dash L5 LTE,accelerometer
2610,BLU Dash L5 LTE,proximity
2611,BLU Vivo One,fingerprint
2612,BLU Vivo One,accelerometer
2613,BLU Vivo One,proximity
2614,BLU Life One X3,fingerprint
2615,BLU Life One X3,accelerometer
2616,BLU Life One X3,proximity
2617,BLU Grand 5.5 HD II,accelerometer
2618,BLU Grand 5.5 HD II,proximity
2619,BLU R2 Plus,fingerprint
2620,BLU R2 Plus,accelerometer
2621,BLU R2 Plus,proximity
2622,BLU R2 Plus,compass
2623,BLU Studio G3,accelerometer
2624,BLU Studio G3,proximity
2625,BLU Grand M2,accelerometer
2626,BLU Grand M2 LTE,accelerometer
2627,BLU C5 LTE,proximity
2628,BLU S1,fingerprint
2629,BLU S1,accelerometer
2630,BLU S1,proximity
2631,BLU S1,compass
2632,BLU Grand XL LTE,accelerometer
2633,BLU Grand XL LTE,proximity
2634,BLU Studio Pro,accelerometer
2635,BLU Touchbook M7,accelerometer
2636,BLU C5 (2017),proximity
2637,BLU Studio G Mini,accelerometer
2638,BLU Vivo 8,fingerprint
2639,BLU Vivo 8,accelerometer
2640,BLU Vivo 8,gyro
2641,BLU Vivo 8,proximity
2642,BLU Vivo 8,compass
2643,BLU Studio J8 LTE,fingerprint
2644,BLU Studio J8 LTE,accelerometer
2645,BLU Studio J8 LTE,proximity
2646,BLU Touchbook M7 Pro,accelerometer
2647,BLU Grand Mini,accelerometer
2648,BLU Studio J8,fingerprint
2649,BLU Studio J8,accelerometer
2650,BLU Studio J8,proximity
2651,BLU R2,fingerprint
2652,BLU R2,accelerometer
2653,BLU R2,proximity
2654,BLU R2,compass
2655,BLU R2 LTE,fingerprint
2656,BLU R2 LTE,accelerometer
2657,BLU R2 LTE,proximity
2658,BLU R2 LTE,compass
2659,BLU Studio J1,accelerometer
2660,BLU Grand X LTE,accelerometer
2661,BLU Grand X LTE,proximity
2662,BLU Tank Xtreme Pro,accelerometer
2663,BLU Tank Xtreme Pro,proximity
2664,BLU Tank Xtreme Pro,compass
2665,BLU Studio Mega,accelerometer
2666,BLU Studio Mega,proximity
2667,BLU Grand XL,accelerometer
2668,BLU Grand XL,proximity
2669,BLU Studio J2,accelerometer
2670,BLU Studio Selfie LTE,accelerometer
2671,BLU Studio Selfie LTE,proximity
2672,BLU Life One X2 Mini,fingerprint
2673,BLU Life One X2 Mini,accelerometer
2674,BLU Life One X2 Mini,gyro
2675,BLU Life One X2 Mini,proximity
2676,BLU Dash L3,accelerometer
2677,BLU Vivo XL2,accelerometer
2678,BLU Vivo XL2,proximity
2679,BLU Vivo XL2,compass
2680,BLU Advance 4.0 L3,accelerometer
2681,BLU Grand Max,accelerometer
2682,BLU Grand Max,gyro
2683,BLU Grand Max,proximity
2684,BLU Vivo 5 Mini,accelerometer
2685,BLU Grand M,accelerometer
2686,BLU R1 Plus,accelerometer
2687,BLU R1 Plus,gyro
2688,BLU R1 Plus,proximity
2689,BLU Grand Energy,accelerometer
2690,BLU Grand Energy,proximity
2691,BLU Grand X,accelerometer
2692,BLU Grand X,proximity
2693,BLU Studio J5,accelerometer
2694,BLU Tank Xtreme 4.0,accelerometer
2695,BLU Tank Xtreme 5.0,accelerometer
2696,BLU Tank Xtreme 5.0,proximity
2697,BLU Energy X Plus 2,accelerometer
2698,BLU Energy X Plus 2,proximity
2699,BLU Energy X Plus 2,compass
2700,BLU Studio Max,fingerprint
2701,BLU Studio Max,accelerometer
2702,BLU Studio Max,gyro
2703,BLU Studio Max,proximity
2704,BLU Studio G2 HD,accelerometer
2705,BLU Tank Xtreme 2.4,nan
2706,BLU Life Max,fingerprint
2707,BLU Life Max,accelerometer
2708,BLU Life Max,proximity
2709,BLU Advance 4.0 M,accelerometer
2710,BLU Dash XL,accelerometer
2711,BLU Dash XL,proximity
2712,BLU Vivo 6,fingerprint
2713,BLU Vivo 6,accelerometer
2714,BLU Vivo 6,gyro
2715,BLU Vivo 6,proximity
2716,BLU Vivo 6,compass
2717,BLU Dash G,accelerometer
2718,BLU Dash G,proximity
2719,BLU Studio G Max,accelerometer
2720,BLU Studio G Max,proximity
2721,BLU Studio XL2,accelerometer
2722,BLU Studio XL2,proximity
2723,BLU Studio G Plus HD,accelerometer
2724,BLU Studio G Plus HD,proximity
2725,BLU Life One X2,fingerprint
2726,BLU Life One X2,accelerometer
2727,BLU Life One X2,gyro
2728,BLU Life One X2,proximity
2729,BLU Pure XR,fingerprint
2730,BLU Pure XR,accelerometer
2731,BLU Pure XR,gyro
2732,BLU Pure XR,proximity
2733,BLU Vivo 5R,fingerprint
2734,BLU Vivo 5R,accelerometer
2735,BLU Vivo 5R,proximity
2736,BLU Studio G2,accelerometer
2737,BLU Studio G2,proximity
2738,BLU Studio M LTE,accelerometer
2739,BLU Studio M LTE,proximity
2740,BLU Studio C 8+8,accelerometer
2741,BLU Studio C 8+8,proximity
2742,BLU Studio G HD LTE,accelerometer
2743,BLU Studio G HD LTE,proximity
2744,BLU Energy Diamond,accelerometer
2745,BLU Energy Diamond,proximity
2746,BLU Diamond M,accelerometer
2747,BLU Diamond M,proximity
2748,BLU Studio C 8+8 LTE,accelerometer
2749,BLU Studio C 8+8 LTE,proximity
2750,BLU Energy M,accelerometer
2751,BLU Energy M,proximity
2752,BLU Neo X LTE,accelerometer
2753,BLU Neo X LTE,proximity
2754,BLU Grand 5.5 HD,accelerometer
2755,BLU Grand 5.5 HD,proximity
2756,BLU Energy Diamond Mini,accelerometer
2757,BLU Dash 4.5 (2016),accelerometer
2758,BLU Neo X Mini,accelerometer
2759,BLU Neo X Mini,proximity
2760,BLU R1 HD,accelerometer
2761,BLU R1 HD,proximity
2762,BLU Touch Book M7,accelerometer
2763,BLU Studio Touch,fingerprint
2764,BLU Studio Touch,accelerometer
2765,BLU Studio Touch,proximity
2766,BLU Dash L2,accelerometer
2767,BLU Energy XL,fingerprint
2768,BLU Energy XL,accelerometer
2769,BLU Energy XL,gyro
2770,BLU Energy XL,proximity
2771,BLU Neo XL,accelerometer
2772,BLU Neo XL,proximity
2773,BLU Studio Selfie 2,accelerometer
2774,BLU Studio Selfie 2,proximity
2775,BLU Studio X8 HD,accelerometer
2776,BLU Energy JR,accelerometer
2777,BLU Advance 4.0 L2,accelerometer
2778,BLU Dash X2,accelerometer
2779,BLU Dash X2,proximity
2780,BLU Neo X,accelerometer
2781,BLU Neo X,proximity
2782,BLU Dash M2,accelerometer
2783,BLU Dash M2,proximity
2784,BLU Studio X Mini,accelerometer
2785,BLU Studio X Mini,proximity
2786,BLU Studio One Plus,accelerometer
2787,BLU Studio One Plus,proximity
2788,BLU Studio One Plus,compass
2789,BLU Studio One,accelerometer
2790,BLU Studio One,proximity
2791,BLU Studio One,compass
2792,BLU Dash X Plus LTE,accelerometer
2793,BLU Dash X Plus LTE,proximity
2794,BLU Energy X LTE,accelerometer
2795,BLU Energy X LTE,proximity
2796,BLU Energy X LTE,compass
2797,BLU Life XL,accelerometer
2798,BLU Life XL,proximity
2799,BLU Life XL,compass
2800,BLU Studio 5.5 HD,accelerometer
2801,BLU Studio 5.5 HD,proximity
2802,BLU Life Mark,fingerprint
2803,BLU Life Mark,accelerometer
2804,BLU Life Mark,proximity
2805,BLU Life Mark,compass
2806,BLU Energy X 2,accelerometer
2807,BLU Energy X 2,proximity
2808,BLU Neo X Plus,accelerometer
2809,BLU Neo X Plus,proximity
2810,BLU Studio M HD,accelerometer
2811,BLU Studio M HD,proximity
2812,BLU Studio G HD,accelerometer
2813,BLU Studio G HD,proximity
2814,BLU Vivo XL,accelerometer
2815,BLU Vivo XL,proximity
2816,BLU Vivo XL,compass
2817,BLU Studio C HD,accelerometer
2818,BLU Studio C HD,proximity
2819,BLU Vivo 5,accelerometer
2820,BLU Vivo 5,gyro
2821,BLU Vivo 5,proximity
2822,BLU Vivo 5,compass
2823,BLU Studio G Plus,accelerometer
2824,BLU Studio G Plus,proximity
2825,BLU Life One X (2016),accelerometer
2826,BLU Life One X (2016),proximity
2827,BLU Life One X (2016),compass
2828,BLU Dash L,accelerometer
2829,BLU Dash X LTE,accelerometer
2830,BLU Dash X LTE,proximity
2831,BLU Studio G LTE,accelerometer
2832,BLU Studio G LTE,gyro
2833,BLU Studio G LTE,proximity
2834,BLU Studio G LTE,compass
2835,BLU Studio 7.0 LTE,accelerometer
2836,BLU Studio 7.0 LTE,proximity
2837,BLU Studio 7.0 LTE,compass
2838,BLU Dash M,accelerometer
2839,BLU Dash M,proximity
2840,BLU Studio Energy 2,accelerometer
2841,BLU Studio Energy 2,gyro
2842,BLU Studio Energy 2,proximity
2843,BLU Studio Energy 2,compass
2844,BLU Dash X,accelerometer
2845,BLU Dash X,proximity
2846,BLU Dash X Plus,accelerometer
2847,BLU Dash X Plus,proximity
2848,BLU Pure XL,fingerprint
2849,BLU Pure XL,accelerometer
2850,BLU Pure XL,gyro
2851,BLU Pure XL,proximity
2852,BLU Pure XL,compass
2853,BLU Vivo Air LTE,accelerometer
2854,BLU Vivo Air LTE,proximity
2855,BLU Studio XL,accelerometer
2856,BLU Studio XL,proximity
2857,BLU Energy X,accelerometer
2858,BLU Energy X,proximity
2859,BLU Touchbook G7,accelerometer
2860,BLU Life X8,accelerometer
2861,BLU Life X8,proximity
2862,BLU Studio 7.0 II,accelerometer
2863,BLU Vivo Selfie,accelerometer
2864,BLU Vivo Selfie,proximity
2865,BLU Vivo Selfie,gravity
2866,BLU Energy X Plus,accelerometer
2867,BLU Energy X Plus,proximity
2868,BLU Energy X Plus,compass
2869,BLU Studio C 5 + 5 LTE,accelerometer
2870,BLU Studio C 5 + 5 LTE,proximity
2871,BLU Studio C 5 + 5 LTE,gravity
2872,BLU Studio C 5 + 5,accelerometer
2873,BLU Studio C 5 + 5,proximity
2874,BLU Life 8 XL,accelerometer
2875,BLU Life 8 XL,proximity
2876,BLU Studio 5.5C,accelerometer
2877,BLU Studio 5.5C,proximity
2878,BLU Studio C,accelerometer
2879,BLU Studio C,proximity
2880,BLU Advance 4.0 L,accelerometer
2881,BLU Selfie,accelerometer
2882,BLU Selfie,proximity
2883,BLU Win HD LTE,accelerometer
2884,BLU Win HD LTE,gyro
2885,BLU Win HD LTE,proximity
2886,BLU Win HD LTE,compass
2887,BLU Win JR LTE,accelerometer
2888,BLU Win JR LTE,gyro
2889,BLU Win JR LTE,proximity
2890,BLU Studio C Super Camera,accelerometer
2891,BLU Studio C Super Camera,proximity
2892,BLU Life One (2015),accelerometer
2893,BLU Life One (2015),gyro
2894,BLU Life One (2015),proximity
2895,BLU Studio Energy,accelerometer
2896,BLU Studio Energy,gyro
2897,BLU Studio Energy,proximity
2898,BLU Life One XL,accelerometer
2899,BLU Life One XL,gyro
2900,BLU Life One XL,proximity
2901,BLU Studio X,accelerometer
2902,BLU Studio X,gyro
2903,BLU Studio X,proximity
2904,BLU Studio X Plus,accelerometer
2905,BLU Studio X Plus,gyro
2906,BLU Studio X Plus,proximity
2907,BLU Studio G,accelerometer
2908,BLU Studio G,proximity
2909,BLU Vivo Air,accelerometer
2910,BLU Vivo Air,gyro
2911,BLU Vivo Air,proximity
2912,BLU Vivo Air,compass
2913,BLU Studio 6.0 LTE,accelerometer
2914,BLU Studio 6.0 LTE,proximity
2915,BLU Studio 5.0 HD LTE,accelerometer
2916,BLU Studio 5.0 HD LTE,gyro
2917,BLU Studio 5.0 HD LTE,proximity
2918,BLU Studio 5.0 HD LTE,compass
2919,BLU Studio Mini LTE,accelerometer
2920,BLU Studio Mini LTE,proximity
2921,BLU Studio 7.0,accelerometer
2922,BLU Studio 7.0,proximity
2923,BLU Sport 4.5,accelerometer
2924,BLU Sport 4.5,gyro
2925,BLU Sport 4.5,proximity
2926,BLU Life Play Mini,accelerometer
2927,BLU Life Play Mini,proximity
2928,BLU Dash Music JR,accelerometer
2929,BLU Life View 8.0,accelerometer
2930,BLU Life View 8.0,proximity
2931,BLU Dash C Music,accelerometer
2932,BLU Win JR,accelerometer
2933,BLU Win JR,proximity
2934,BLU Studio 5.0 C HD,accelerometer
2935,BLU Studio 5.0 C HD,proximity
2936,BLU Studio C Mini,accelerometer
2937,BLU Studio C Mini,proximity
2938,BLU Studio 5.0 C,accelerometer
2939,BLU Studio 5.0 C,proximity
2940,BLU Win HD,accelerometer
2941,BLU Win HD,proximity
2942,BLU Vivo IV,accelerometer
2943,BLU Vivo IV,gyro
2944,BLU Vivo IV,proximity
2945,BLU Life 8,accelerometer
2946,BLU Life 8,gyro
2947,BLU Life 8,proximity
2948,BLU Life Pure XL,accelerometer
2949,BLU Life Pure XL,gyro
2950,BLU Life Pure XL,proximity
2951,BLU Life Pure XL,compass
2952,BLU Studio 5.0 LTE,accelerometer
2953,BLU Studio 5.0 LTE,gyro
2954,BLU Studio 5.0 LTE,proximity
2955,BLU Studio 6.0 HD,accelerometer
2956,BLU Studio 6.0 HD,gyro
2957,BLU Studio 6.0 HD,proximity
2958,BLU Neo 4.5,accelerometer
2959,BLU Neo 4.5,gyro
2960,BLU Neo 4.5,proximity
2961,BLU Neo 3.5,accelerometer
2962,BLU Neo 3.5,gyro
2963,BLU Neo 3.5,proximity
2964,BLU Studio 5.0 S II,accelerometer
2965,BLU Studio 5.0 S II,gyro
2966,BLU Studio 5.0 S II,proximity
2967,BLU Studio 5.0 E,accelerometer
2968,BLU Studio 5.0 E,gyro
2969,BLU Studio 5.0 CE,accelerometer
2970,BLU Studio 5.5 S,accelerometer
2971,BLU Studio 5.5 S,gyro
2972,BLU Studio 5.5 S,proximity
2973,BLU Vivo 4.8 HD,accelerometer
2974,BLU Vivo 4.8 HD,gyro
2975,BLU Vivo 4.8 HD,proximity
2976,BLU Life View Tab,accelerometer
2977,BLU Life View Tab,gyro
2978,BLU Life One X,accelerometer
2979,BLU Life One X,gyro
2980,BLU Life One X,proximity
2981,BLU Life One X,compass
2982,BLU Life Pure Mini,accelerometer
2983,BLU Life Pure Mini,gyro
2984,BLU Life Pure Mini,proximity
2985,BLU Life One M,accelerometer
2986,BLU Life One M,gyro
2987,BLU Life One M,proximity
2988,BLU Life One M,compass
2989,BLU Life Play X,accelerometer
2990,BLU Life Play X,gyro
2991,BLU Life Play X,proximity
2992,BLU Life Play X,compass
2993,BLU Life Pure,accelerometer
2994,BLU Life Pure,proximity
2995,BLU Life Pure,compass
2996,BLU Studio 5.0 II,accelerometer
2997,BLU Studio 5.0 II,gyro
2998,BLU Studio 5.0 II,proximity
2999,BLU Studio 5.0 II,compass
3000,BLU Life Play S,accelerometer
3001,BLU Life Play S,proximity
3002,BLU Life Play S,compass
3003,BLU Life Pro,accelerometer
3004,BLU Life Pro,proximity
3005,BLU Life Pro,compass
3006,BLU Advance 4.0,accelerometer
3007,BLU Samba W,nan
3008,BLU Jenny TV 2.8,nan
3009,BLU Studio 5.5,accelerometer
3010,BLU Studio 5.5,proximity
3011,BLU Dash 5.0,accelerometer
3012,BLU Dash 5.0,gyro
3013,BLU Dash 5.0,proximity
3014,BLU Dash 5.0,compass
3015,BLU Samba TV,nan
3016,BLU Zoey,nan
3017,BLU Dash JR,accelerometer
3018,BLU Dash 4.5,accelerometer
3019,BLU Dash 4.5,gyro
3020,BLU Dash 4.5,proximity
3021,BLU Dash 4.5,compass
3022,BLU Studio 5.3 S,accelerometer
3023,BLU Studio 5.3 S,gyro
3024,BLU Studio 5.3 S,proximity
3025,BLU Studio 5.3 S,compass
3026,BLU Amour,accelerometer
3027,BLU Amour,gyro
3028,BLU Amour,compass
3029,BLU Dash Music 4.0,accelerometer
3030,BLU Dash Music 4.0,gyro
3031,BLU Dash Music 4.0,proximity
3032,BLU Dash Music 4.0,compass
3033,BLU Studio 5.0,accelerometer
3034,BLU Studio 5.0,gyro
3035,BLU Studio 5.0,proximity
3036,BLU Studio 5.0,compass
3037,BLU Studio 5.0 S,accelerometer
3038,BLU Studio 5.0 S,gyro
3039,BLU Studio 5.0 S,proximity
3040,BLU Studio 5.0 S,compass
3041,BLU Dash Music,accelerometer
3042,BLU Dash Music,gyro
3043,BLU Dash Music,proximity
3044,BLU Dash Music,compass
3045,BLU Diva X,nan
3046,BLU Diva,nan
3047,BLU Tattoo S,nan
3048,BLU Life One,accelerometer
3049,BLU Life One,gyro
3050,BLU Life One,proximity
3051,BLU Life One,compass
3052,BLU Life Play,accelerometer
3053,BLU Life Play,gyro
3054,BLU Life Play,proximity
3055,BLU Life Play,compass
3056,BLU Life View,accelerometer
3057,BLU Life View,gyro
3058,BLU Life View,proximity
3059,BLU Life View,compass
3060,BLU Tank 4.5,nan
3061,BLU Studio 5.3 II,accelerometer
3062,BLU Studio 5.3 II,gyro
3063,BLU Studio 5.3 II,proximity
3064,BLU Studio 5.3 II,compass
3065,BLU Quattro 4.5 HD,accelerometer
3066,BLU Quattro 4.5 HD,gyro
3067,BLU Quattro 4.5 HD,proximity
3068,BLU Quattro 4.5 HD,compass
3069,BLU Hero II,nan
3070,BLU Quattro 5.7 HD,accelerometer
3071,BLU Quattro 5.7 HD,gyro
3072,BLU Quattro 5.7 HD,proximity
